pmid,pmcid,title,platform_mentioned,cga_strong,cga_general,cga_example,assembly_strong,assembly_general,assembly_example,annotation_strong,annotation_general,annotation_example,sgf_strong,sgf_general,sgf_example,proteome_cmp_strong,proteome_cmp_general,proteome_cmp_example,variation_strong,variation_general,variation_example,metagenomics_strong,metagenomics_general,metagenomics_example,rnaseq_strong,rnaseq_general,rnaseq_example,phylo_strong,phylo_general,phylo_example,crispr_strong,crispr_general,crispr_example,subsystems_strong,subsystems_general,subsystems_example,specialty_genes_strong,specialty_genes_general,specialty_genes_example,amr_strong,amr_general,amr_example,taxclass_strong,taxclass_general,taxclass_example,docking_strong,docking_general,docking_example,pfs_strong,pfs_general,pfs_example,pathway_strong,pathway_general,pathway_example,p3tools_strong,p3tools_general,p3tools_example,blast_strong,blast_general,blast_example,primer_design_strong,primer_design_general,primer_design_example,genome_alignment_strong,genome_alignment_general,genome_alignment_example,tnseq_strong,tnseq_general,tnseq_example,bact_genome_tree_strong,bact_genome_tree_general,bact_genome_tree_example,viral_genome_tree_strong,viral_genome_tree_general,viral_genome_tree_example,cgmlst_strong,cgmlst_general,cgmlst_example,wg_snp_strong,wg_snp_general,wg_snp_example,msa_snp_strong,msa_snp_general,msa_snp_example,metacats_strong,metacats_general,metacats_example,protein_structure_strong,protein_structure_general,protein_structure_example,protein_stability_strong,protein_stability_general,protein_stability_example,comparative_systems_strong,comparative_systems_general,comparative_systems_example,mobile_element_strong,mobile_element_general,mobile_element_example,expression_import_strong,expression_import_general,expression_import_example,fastq_utils_strong,fastq_utils_general,fastq_utils_example,id_mapper_strong,id_mapper_general,id_mapper_example,sarscov2_genome_strong,sarscov2_genome_general,sarscov2_genome_example,sarscov2_wastewater_strong,sarscov2_wastewater_general,sarscov2_wastewater_example,flu_submission_strong,flu_submission_general,flu_submission_example,flu_ha_subtype_strong,flu_ha_subtype_general,flu_ha_subtype_example,flu_reassortment_strong,flu_reassortment_general,flu_reassortment_example,subspecies_strong,subspecies_general,subspecies_example,viral_assembly_strong,viral_assembly_general,viral_assembly_example,outbreak_tracker_strong,outbreak_tracker_general,outbreak_tracker_example
40572183,PMC12194877,"Screening, Identification, and Whole-Genome Sequencing of Ferulic Acid Esterase-Producing Lactic Acid Bacteria from Sheep Rumen",True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40568670,PMC12191109,Metagenomic investigation of febrile illness in Pakistan reveals global transmission and co-circulation of Zika and Dengue viruses,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40564159,PMC12190101,Design and Validation of a Multi-Epitope mRNA Vaccine Construct Against Human Monkeypox Virus (hMPXV) by Annotating Protein of Intracellular Mature Virus (IMV) Form of hMPXV,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"Subsequently, NCBI BLASTp was used to screen the prioritized proteins against human protein sequences with specific parameters, such as the E-value ≥ 10−4, the identity < 50% and query coverage < 50%, to identify the non-paralogous hMPXV-specific protein sequences for downstream processing.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"Mpox clinical presentation, diagnostic approaches, and treatment strategies: A review Monkeypox virus infection in humans across 16 countries—April–June 2022 Outbreaks of human monkeypox after cessation of smallpox vaccination Monkeypox virus-infected individuals mount comparable humoral immune resp",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40560993,PMC12193912,"Characterization of Congregicoccus parvus gen. nov., sp. nov., a novel slow-growing ultramicrobacterium of the phylum Verrucomicrobiota",True,0,0,,0,1,"In addition, the BV-BRC (https://www.bv-brc.org/) tool was utilized to generate a phylogenomic tree (the genome data is only available on this platform; accessed on September 9, 2024) within the class Opitutia, while GTDB-Tk v2.3.2 was employed to create another tree encompassing thousands of metage",0,1,"nov., reveals microaerophily and nitrogen fixation genes Isolation of previously uncultured slow-growing bacteria by using a simple modification in the preparation of agar media 16S/23S rRNA sequencing Basic local alignment search tool Introducing EzTaxon-e: a prokaryotic 16S rRNA gene sequence data",0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"nov., reveals microaerophily and nitrogen fixation genes Isolation of previously uncultured slow-growing bacteria by using a simple modification in the preparation of agar media 16S/23S rRNA sequencing Basic local alignment search tool Introducing EzTaxon-e: a prokaryotic 16S rRNA gene sequence data",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"The sequence was subjected to a BLASTn search against the NCBI nt/nr database (accessed on September 9, 2024) to identify the closest type strains, taxonomically undescribed strains, and uncultivated clones/phylotypes.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40559531,PMC12196135,Genomic and Pangenomic Insights into Aeromonas salmonicida subsp. oncorhynchi subsp. nov,True,0,0,,0,1,"Hybrid de novo genome assembly was performed using the Unicycler pipeline (v0.4.6) on the BV-BRC (Bacterial and Viral Bioinformatics Resource Center) online platform (, accessed on 12 February 2025).",0,1,Pectinolytica and Its Comparative Analysis with Other Aeromonas Species: Investigation of the Mobilome in Environmental and Pathogenic Strains Methods for the Diagnosis of Bacterial Fish Diseases Unicycler: Resolving Bacterial Genome Assemblies from Short and Long Sequencing Reads Introducing the Ba,0,0,,1,0,"To further explore protein-level conservation and divergence, a comparative proteome analysis was performed using the BV-BRC Proteome Comparison Tool (, accessed on 2 March 2025).",0,1,Pectinolytica and Its Comparative Analysis with Other Aeromonas Species: Investigation of the Mobilome in Environmental and Pathogenic Strains Methods for the Diagnosis of Bacterial Fish Diseases Unicycler: Resolving Bacterial Genome Assemblies from Short and Long Sequencing Reads Introducing the Ba,0,0,,0,0,,0,2,Pectinolytica and Its Comparative Analysis with Other Aeromonas Species: Investigation of the Mobilome in Environmental and Pathogenic Strains Methods for the Diagnosis of Bacterial Fish Diseases Unicycler: Resolving Bacterial Genome Assemblies from Short and Long Sequencing Reads Introducing the Ba,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,Color scale represents protein identity (from 100% to 10%) based on bidirectional and unidirectional best BLASTP hits.,0,0,,0,0,,0,0,,1,0,"Comparative and Functional Genome Analysis For the phylogenetic placement of strain A-9T, a gene-based phylogenomic analysis was conducted using the Bacterial Genome Tree Service available on the BV-BRC platform (, accessed on 25 February 2025).",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40558186,PMC12189599,The Co-Existence of mcr-1.1 and mcr-3.5 in Escherichia coli Isolated from Clinical Samples in Thailand,True,0,0,,1,2,"The hybrid de novo assembly of short- and long-read sequence data of AMR-220 and AMR-0361 was conducted by using Unicycler in the Genome Assembly service of the Bacterial and Viral Bioinformatics Resource Center (BV-BRC) server (, accessed on 3 October 2023).",2,1,The complete genome annotation was performed using RASTtk in the Genome Annotation Service in the BV-BRC server.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,pAMR-0220mcr3 was identified as a ~126 kb IncFIB plasmid carrying mcr-3.5 based on BLAST analysis (BLASTN V2.16.0).,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40558175,PMC12189288,Genomic Characterization of Carbapenem-Resistant Acinetobacter baumannii (OXA-23) and Klebsiella pneumoniae (KPC-2) Causing Hospital-Acquired Infections in Dogs,True,0,0,,0,1,"coli from Beef Processing and Retail Points in Delta State, Nigeria: Public Health Implications Critical Importance of a One Health Approach to Antimicrobial Resistance Genomic Surveillance for Antimicrobial Resistance—A One Health Perspective International Society for Companion Animal Infectious Di",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"coli from Beef Processing and Retail Points in Delta State, Nigeria: Public Health Implications Critical Importance of a One Health Approach to Antimicrobial Resistance Genomic Surveillance for Antimicrobial Resistance—A One Health Perspective International Society for Companion Animal Infectious Di",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"coli from Beef Processing and Retail Points in Delta State, Nigeria: Public Health Implications Critical Importance of a One Health Approach to Antimicrobial Resistance Genomic Surveillance for Antimicrobial Resistance—A One Health Perspective International Society for Companion Animal Infectious Di",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40553312,PMC12187853,Karakum desert: a unique source of cultivable novel and rare actinomycetes with a remarkable biosynthetic potential,True,1,0,"10.1099/ijsem.0.003808 Comprehensive genome analysis of a novel actinobacterium with high potential for biotechnological applications, Nonomuraea Aridisoli Sp.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,8a and b) confirm the generic relationships found in the corresponding 16 S rRNA gene trees (Figs.,0,0,,0,0,,0,0,,0,0,,0,1,"Structure determination Climate controls prokaryotic community composition in desert soils of the Southwestern united States TYGS is an automated high-throughput platform for state-of-the-art genome-based taxonomy Complete genome sequence of DSM 30083T, the type strain (U5/41T) of Escherichia coli, ",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40549420,PMC12185880,Genomic reconstruction of Bacillus anthracis from complex environmental samples enables high-throughput identification and lineage assignment in Pakistan,True,0,0,,0,1,"Description of the four bioinformatic methods used UntargetedMethod 1 Semi-targetedMethod 2 TargetedMethod 3 Highly targetedMethod 4 Genomic content targeting After assembly After assembly Before assembly Before assembly Genomic content targeting method MetaWrap -CONCOCT, metabat2, MaxBin2 BV-BRC me",0,0,,0,0,,0,0,,0,0,,1,0,"Untargeted and semi-targeted methods that used metagenomic binning approaches were attractive because they allow for isolation without a reference, which could potentially enforce results similar to the reference used.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,"anthracis, and those genomes can be used to provide core genome MLST (cgMLST) data vital for outbreak tracing.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40539832,PMC12345239,Performance and workflow comparison of the VITEK MS PRIME and Bruker Biotyper MALDI-TOF MS systems,True,1,0,"Bacterial genomes were assembled using the Comprehensive Genome Analysis service at the Bacterial and Viral Bioinformatics Resource Center, which trimmed reads with Trim Galore (v0.6.5dev)/Cutadapt (v4.2) and assembled contiguous sequences with Unicycler (v0.4.8).",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40536800,PMC12179390,"Bradyrhizobium tunisiense sp. nov., a novel rhizobial species isolated from Acacia saligna nodules",True,0,0,,0,0,,0,1,"nov., isolated from Lupinus angustifolius growing in the northern region of Tunisia Members of Microvirga and Bradyrhizobium genera are native endosymbiotic bacteria nodulating Lupinus luteus in Northern Tunisian soils Draft genome sequences of nitrogen-fixing bradyrhizobia isolated from root nodule",0,0,,0,0,,0,0,,0,0,,0,0,,1,1,DOA9 carrying a symbiotic plasmid Shifting the genomic gold standard for the prokaryotic species definition Phylogenomic analysis of bacterial and archaeal sequences with AMPHORA2 Diversification of lupine Bradyrhizobium strains: evidence from nodulation gene trees Phylogeny of nodulation and nitrog,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40533683,PMC12176988,"Exploration of Plant and Microbial Life at ""El Chichonal"" Volcano with a Sustainable Agriculture Prospection",True,0,0,,0,1,The genomes were assembled and annotated with the Bacterial and Viral Bioinformatics Resource Center multitool (BV-BRC) (https://www.bv-brc.org/).,0,1,The genomes were assembled and annotated with the Bacterial and Viral Bioinformatics Resource Center multitool (BV-BRC) (https://www.bv-brc.org/).,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40530921,PMC12180601,Whole Genome Analysis of Ocular Pseudomonas aeruginosa Isolates Reveals Genetic Diversity,True,0,0,,0,0,,0,2,Genome sequences for the MEE isolates were uploaded to BV-BRC and annotated using RAStk in the BV-BRC workspace to assign genes to PathoSystems Resource Integration Center (PATRIC) genus-specific families (PGFams).,0,0,,0,0,,0,1,"Variant analysis was performed in the BV-BRC workspace using MUSCLE to align the sequences for LasR, RhlR, and LasI to the PAO1 sequences and the sequences for RhlI to the PAK sequence.",0,0,,0,0,,0,1,A maximum-likelihood phylogenetic tree was constructed for our isolates and reference genomes using the BV-BRC Bacterial Phylogenetic Tree Service on default settings in which gene and protein sequences for 100 single-copy PGFams are aligned using BioPython or MAFFT and a phylogenetic tree is genera,0,0,,0,1,"To identify the genes related to the major biofilm exopolysaccharides Psl, Pel, and alginate, we used the subsystems tool in the Comparative Systems service in BV-BRC to detect the presence or absence of these biosynthetic pathways in our isolates.",0,0,,0,0,,0,0,,0,0,,0,1,"Supplementary Material References Microbiology of eye infections at the Massachusetts Eye and Ear: an 8-year retrospective review combined with genomic epidemiology The persistent dilemma of microbial keratitis: global burden, diagnosis, and antimicrobial resistance Spectrum of bacterial keratitis i",0,0,,0,0,,1,0,"Each genome was additionally queried for two exotoxins, ExoU and ExoS, and for four quorum sensing proteins, LasR, RhlR, LasI, and RhlI, using BLASTp in BV-BRC and sequences from PAO1 as references, except for ExoU, for which the PA14 sequence was used as a reference because PAO1 does not encode Exo",0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"Supplementary Material References Microbiology of eye infections at the Massachusetts Eye and Ear: an 8-year retrospective review combined with genomic epidemiology The persistent dilemma of microbial keratitis: global burden, diagnosis, and antimicrobial resistance Spectrum of bacterial keratitis i",0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"To identify the genes related to the major biofilm exopolysaccharides Psl, Pel, and alginate, we used the subsystems tool in the Comparative Systems service in BV-BRC to detect the presence or absence of these biosynthetic pathways in our isolates.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40530866,PMC12243458,"Draft genome sequence of the Alicyclobacillus acidocaldarius strain LH1, isolated from a highly acidic solfatara field",True,0,0,,0,1,nov Trimmomatic: a flexible trimmer for Illumina sequence data MEGAHIT v1.0: a fast and scalable metagenome assembler driven by advanced methodologies and community practices QUAST: quality assessment tool for genome assemblies BUSCO: assessing genome assembly and annotation completeness with single,0,1,nov Trimmomatic: a flexible trimmer for Illumina sequence data MEGAHIT v1.0: a fast and scalable metagenome assembler driven by advanced methodologies and community practices QUAST: quality assessment tool for genome assemblies BUSCO: assessing genome assembly and annotation completeness with single,1,0,acidocaldarius by the Similar Genome Finder service through BV-BRC and FastANI v1.3.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,nov Trimmomatic: a flexible trimmer for Illumina sequence data MEGAHIT v1.0: a fast and scalable metagenome assembler driven by advanced methodologies and community practices QUAST: quality assessment tool for genome assemblies BUSCO: assessing genome assembly and annotation completeness with single,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,nov Trimmomatic: a flexible trimmer for Illumina sequence data MEGAHIT v1.0: a fast and scalable metagenome assembler driven by advanced methodologies and community practices QUAST: quality assessment tool for genome assemblies BUSCO: assessing genome assembly and annotation completeness with single,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40518950,PMC12167765,VirulentHunter: deep learning-based virulence factor predictor illuminates pathogenicity in diverse microbial contexts,True,0,0,,0,0,,0,1,"References The role of motility as a virulence factor in bacteria SARS-CoV-2 specific virulence factors in COVID-19 Gut microbiota bridges dietary nutrients and host immunity Different drugs for bad bugs: antivirulence strategies in the age of antibiotic resistance SARS-CoV-2 variants, immune escape",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40503882,PMC12239599,"Two novel Patescibacteria: Phycocordibacter aenigmaticus gen. nov. sp. nov. and Minusculum obligatum gen. nov. sp. nov., both associated with microalgae optimized for carbon dioxide sequestration from flue gas",True,0,0,,0,0,,2,0,The Genome Annotation Service uses the RASTtk tool kit to annotate bacterial genomes using the genome of the closest relative.,0,0,,0,0,,0,0,,0,1,Assemblies were extracted from binned contigs within KBase and were uploaded to the Bacterial and Viral Bioinformatics Resource Center (BV-BRC).,0,0,,1,0,TYGS was used to create full-length 16S rRNA gene trees only with neighbors that have been taxonomically classified (Fig.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"To include sequences from uncultivated bacteria that have not been formally classified, the full-length 16S rRNA gene was also aligned with that of nearest neighbors using NCBI’s BLASTn program.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40501677,PMC12157402,Characterization of a Novel Cell Wall-Associated Nucleotidase of Enterococcus faecalis that Degrades Extracellular c-di-AMP,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"Through BLASTp searches and structural predictions, we identified a surface-anchored extracellular phosphodiesterase (ePDE) in the E.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40496732,PMC12149574,Comprehensive genome data analysis of Pseudomonas benzopyrenica Ch9-16 Isolated from chili powder,True,1,1,"Comprehensive genome data analysis of Pseudomonas benzopyrenica Ch9-16 Isolated from chili powder We provide a comprehensive genome analysis of Pseudomonas benzopyrenica Ch9–16, a bacterial strain isolated from chili powder processed in Fresnillo, Zacatecas, Mexico.",0,1,"Bioinformatic analyses, including assembly and annotation, were conducted on the BV-BRC platform.",1,1,"Based on the data provided by RASTtk, the genome comprises 4854 protein-coding sequences (CDS), 59 transfer RNA (tRNA) genes, and 3 ribosomal RNA (rRNA) genes.",0,0,,0,0,,0,0,,0,0,,0,0,,1,1,"The following strains were included in the codon tree pipeline analysis on BV-BRC platform: Pseudomonas toyotomiensis strain SM2 (554,344.14), Pseudomonas toyotomiensis strain 718 (554,344.13), Pseudomonas chengduensis WD211 (489,632.42), Pseudomonas chengduensis BC1815 (489,632.30), Pseudomonas ole",0,0,,0,1,"Table 1 Characteristics Source Total Genome Length PATRIC 5292,684 bp Number of contigs PATRIC 18 Number of proteins characterized PATRIC 3695 Number of putative/hypothetical proteins PATRIC 1159 Number of rRNA genes PATRIC 3 Number of tRNA genes PATRIC 59 Number of proteins with pathway annotation ",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"Bioinformatics analysis was performed at BV-BRC using services such as Fastq Utilities, PATRIC, and RASTtk for genome annotation.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40492729,PMC12288456,The DigH glycosyl hydrolase is conditionally required for daughter cell separation in Escherichia coli,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,Paired FASTQ files were trimmed and aligned by using FastQ Utilities.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40483351,PMC12145430,"Predicting bacterial phenotypic traits through improved machine learning using high-quality, curated datasets",True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40481605,PMC12144836,"Detection of KPC-producing Enterobacterales species in wastewater samples from the Gran Concepción Metropolitan area, Chile",True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"For the two out of the genomes belonging to the Klebsiella genus, further analysis was conducted using cgMLST, Kleborate v2.3.2 and Kaptive v2.0.7 tools available on the PathogenWatch server (https://pathogen.watch/).",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40478387,PMC12144029,Control of avocado anthracnose by carposphere-associated Kosakonia cowanii VG1 for agricultural applications,True,0,0,,0,2,"Genomic DNA assembly, annotation Genome assembly and primary functional annotation was performed using Bacterial and Viral Bioinformatics Resource Center (BV-BRC) pipeline (Olson et al.) The genomes were assembled in BV-BRC server using SPAdes v3.13.0 (Bankevich et al.) and Pilon version 1.23 (Walke",1,1,"Successful formulation and application of plant growth-promoting Kosakonia radicincitans in maize cultivation AntiSMASH 7.0: new and improved predictions for detection, regulation, chemical structures and visualisation Endophytic bacteria Bacillus subtilis, isolated from Zea mays, as potential bioco",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40476289,PMC12143122,"Swine influenza virus surveillance programme pilot to assess the risk for animal and public health, the Netherlands, 2022 to 2023",True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,Clade assignment was performed using the bv-brc subspecies classification tool with the Orthomyxoviridae – Swine influenza H1 reference set.,0,0,,0,0,
40470231,PMC12136189,Evaluation of Highly Conserved Burkholderia pseudomallei Outer Membrane Proteins as Protective Antigens Against Respiratory Melioidosis,True,0,0,,0,0,,0,0,,0,0,,1,0,The BV-BRC proteome comparison tool (beta version) was used to compare homologous protein sequences of B.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"BLASTp comparisons revealed a low degree of primary sequence conservation in their C-terminal regions, with approximately 50–60% total sequence coverage and around 30% sequence identity in each two-way comparison (Fig S1).",0,0,,0,0,,1,0,multivorans Virulence Immunisation with proteins expressed during chronic murine melioidosis provides enhanced protection against disease Characterization of the Burkholderia cenocepacia J2315 Surface-Exposed Immunoproteome A Burkholderia pseudomallei protein microarray reveals serodiagnostic and cr,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,multivorans Virulence Immunisation with proteins expressed during chronic murine melioidosis provides enhanced protection against disease Characterization of the Burkholderia cenocepacia J2315 Surface-Exposed Immunoproteome A Burkholderia pseudomallei protein microarray reveals serodiagnostic and cr,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
40464921,PMC12237114,Genome-wide approaches to bacterial strain typing: a history and review of recent methodological advances,True,0,0,,0,0,,0,1,"Comprehensive bioinformatics platforms, like the Bacterial and Viral Bioinformatics Resource Center (BV-BRC), which integrates genotyping, annotation, phylogenetics, and AMR detection, is advancing user-friendly tools for standardized bacterial analysis for the wider public health community [▪▪].",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,"With the advent of WGS, core genome MLST (cgMLST) built upon traditional 7–8 allele MLST by analyzing hundreds to thousands of conserved loci across the genome, offering far higher resolution.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
